'(?i) Coop\b'
'(?i) G\.P\.\b'
'(?i) C\.R\.A\.\b'
'(?i) S/A\b'
'(?i) SF\b'
'(?i) Unlimited\b'
'(?i) C\.V\.\b'
'(?i) SARL\b'
'(?i) BI\b'
'(?i) SIA\b'
'(?i) Gen\.\b'
'(?i) OG\b'
'(?i) L\.L\.C\b'
'(?i) UAB\b'
'(?i) SCI\b'
'(?i) Corp\.\b'
'(?i) BC\b'
'(?i) S\.G\.R\.\b'
'(?i) S\.E\.C\.\b'
'(?i) SPRL\b'
'(?i) SD\b'
'(?i) BT\b'
'(?i) TR\b'
'(?i) EE\b'
'(?i) OK\b'
'(?i) sr\b'
'(?i) PER\b'
'(?i) DOO\b'
'(?i) SB\b'
'(?i) M\.R\.L\.\b'
'(?i) S\.A\.S\.\b'
'(?i) oyj\b'
'(?i) SOCIETE\b'
'(?i) C\.D\.C\.\b'
'(?i) PS\b'
'(?i) SNC\b'
'(?i) VI\b'
'(?i) cti\b'
'(?i) eG\b'
'(?i) PTC\b'
'(?i) LP\.\b'
'(?i) DBA\b'
'(?i) d\.n\.o\.\b'
'(?i) MB\b'
'(?i) FAB\b'
'(?i) II\b'
'(?i) S\.R\.C\.\b'
'(?i) S\.R\.L\.\b'
'(?i) BO\b'
'(?i) LV\b'
'(?i) IVS\b'
'(?i) LC\b'
'(?i) sp\.k\.\b'
'(?i) VS\b'
'(?i) TP\b'
'(?i) CIC\b'
'(?i) NP\b'
'(?i) Co-op\b'
'(?i) BA\b'
'(?i) OHG\b'
'(?i) EP\b'
'(?i) OP\b'
'(?i) KO\b'
'(?i) HB\b'
'(?i) s\.j\.\b'
'(?i) SDC\b'
'(?i) F\.P\.\b'
'(?i) KS\b'
'(?i) GP\b'
'(?i) CRC\b'
'(?i) S\.A\.M\.\b'
'(?i) L\.C\.A\.\b'
'(?i) e\.Gen\.\b'
'(?i) SON\b'
'(?i) AA\b'
'(?i) IK\b'
'(?i) z\.o\.o\.\b'
'(?i) SS\b'
'(?i) S\.C\.A\b'
'(?i) PAC\b'
'(?i) RA\b'
'(?i) CB\b'
'(?i) kb\b'
'(?i) gGmbH\b'
'(?i) OEG\b'
'(?i) Kanton\b'
'(?i) A\.R\.L\b'
'(?i) gnS\b'
'(?i) KD\b'
'(?i) SMC\b'
'(?i) SCS\b'
'(?i) anl\b'
'(?i) PA\b'
'(?i) F\.I\.P\.\b'
'(?i) Inc\.\b'
'(?i) STE\b'
'(?i) CCC\b'
'(?i) SPR\b'
'(?i) d\.o\.o\.\b'
'(?i) AF\b'
'(?i) RB\b'
'(?i) EB\b'
'(?i) NBS\b'
'(?i) JV\b'
'(?i) A\.E\.I\.E\.\b'
'(?i) I/S\b'
'(?i) SAGL\b'
'(?i) ONG\b'
'(?i) S\.A\.B\.\b'
'(?i) S\.K\.A\.\b'
'(?i) S\.L\.P\.\b'
'(?i) E\.I\.R\.L\b'
'(?i) Edo\.\b'
'(?i) hf\.\b'
'(?i) SAT\b'
'(?i) VOF\b'
'(?i) Incorporation\b'
'(?i) stG\b'
'(?i) E\.E\.I\.G\b'
'(?i) BN\b'
'(?i) S\. C\.\b'
'(?i) PFA\b'
'(?i) eV\b'
'(?i) F\.I\.I\.\b'
'(?i) PP\b'
'(?i) P\.L\.L\.\b'
'(?i) EIRL\b'
'(?i) OTH\b'
'(?i) Co-operative\b'
'(?i) QSC\b'
'(?i) S\.C\.S\.\b'
'(?i) KDA\b'
'(?i) PBC\b'
'(?i) VZW\b'
'(?i) ANS\b'
'(?i) EI\b'
'(?i) eK\b'
'(?i) ABV\b'
'(?i) NPC\b'
'(?i) S\.R\.L\.S\.\b'
'(?i) PDB\b'
'(?i) Unltd\b'
'(?i) LF\b'
'(?i) CVBA\b'
'(?i) EPP\b'
'(?i) ASC\b'
'(?i) GIE\b'
'(?i) TUB\b'
'(?i) CSL\b'
'(?i) M\.P\.S\.\b'
'(?i) Bezirk\b'
'(?i) P/S\b'
'(?i) C\.C\.C\.\b'
'(?i) U\.L\.C\.\b'
'(?i) SIC\b'
'(?i) SCA\b'
'(?i) S\.L\.N\.E\.\b'
'(?i) OI\b'
'(?i) S\.C\.P\.\b'
'(?i) Comune\b'
'(?i) Proprietary\b'
'(?i) A\. C\.\b'
'(?i) PSC\b'
'(?i) ky\b'
'(?i) TUW\b'
'(?i) FIE\b'
'(?i) OE\b'
'(?i) L3C\b'
'(?i) abp\b'
'(?i) d\.v\.z\.\b'
'(?i) IKE\b'
'(?i) SPC\b'
'(?i) CLF\b'
'(?i) LDC\b'
'(?i) PLLC\b'
'(?i) E\.R\.L\.\b'
'(?i) S\.L\.L\.\b'
'(?i) S\.E\.N\.C\.\b'
'(?i) FON\b'
'(?i) PTY\.\b'
'(?i) CLG\b'
'(?i) KEG\b'
'(?i) GesbR\b'
'(?i) V\.B\.A\.\b'
'(?i) IKS\b'
'(?i) teo\b'
'(?i) KF\b'
'(?i) cyf\b'
'(?i) Assoc\b'
'(?i) cpt\b'
'(?i) BBL\b'
'(?i) SAA\b'
'(?i) ILP\b'
'(?i) IIC\b'
'(?i) I\.L\.P\b'
'(?i) Sp\.j\.\b'
'(?i) TSF\b'
'(?i) ENK\b'
'(?i) K/S\b'
'(?i) S\.R\.L\b'
'(?i) OFB\b'
'(?i) GIU\b'
'(?i) assn\b'
'(?i) BRL\b'
'(?i) Comm\.V\b'
'(?i) cga\b'
'(?i) REIT\b'
'(?i) UNP\b'
'(?i) Kkt\.\b'
'(?i) Kht\.\b'
'(?i) Ultd\b'
'(?i) EoG\b'
'(?i) S\.C\.R\.L\.\b'
'(?i) consorzio\b'
'(?i) RLLP\b'
'(?i) SHA\b'
'(?i) EPE\b'
'(?i) SCE\b'
'(?i) EKB\b'
'(?i) ESV\b'
'(?i) ZUB\b'
'(?i) GIZ\b'
'(?i) MMC\b'
'(?i) AAM\b'
'(?i) IBC\b'
'(?i) PartG\b'
'(?i) SCRL\b'
'(?i) JTD\b'
'(?i) ULC\b'
'(?i) Procura\b'
'(?i) Bund\b'
'(?i) Canton\b'
'(?i) cyf\.\b'
'(?i) EIRELI\b'
'(?i) C\.I\.C\.\b'
'(?i)pvt\.'
'(?i)pvt'
'(?i) co\.\b'
'(?i) co\b'

